date,close,open,high,low,vol,var
29.09.2017,13900,13996,14000,13712,"0,22K","-0,69%"
28.09.2017,13996,13840,"14048,3",13799,"0,25K","1,13%"
27.09.2017,13840,13300,13998,13300,"0,35K","4,06%"
26.09.2017,13300,13669,13790,13300,"0,25K","-2,70%"
25.09.2017,13669,13401,14050,13300,"0,35K","2,00%"
24.09.2017,13401,13650,13650,"13255,5","0,10K","-1,82%"
23.09.2017,"13649,1",13170,14080,13065,"0,27K","3,64%"
22.09.2017,13170,13100,13500,12900,"0,34K","0,53%"
21.09.2017,13100,14000,14000,12900,"0,57K","-6,63%"
20.09.2017,14030,"14302,2",14486,14001,"0,33K","-2,23%"
19.09.2017,14350,15350,15500,"14139,9","0,50K","-6,51%"
18.09.2017,15350,14200,15999,14133,"0,69K","8,10%"
17.09.2017,14200,14145,"14301,8",13800,"0,18K","0,39%"
16.09.2017,14145,14190,14390,13820,"0,27K","-0,32%"
15.09.2017,14190,12000,14500,11500,"1,09K","18,25%"
14.09.2017,12000,"14199,5","14199,5",11605,"1,21K","-15,49%"
13.09.2017,"14199,5",15001,15290,12850,"1,12K","-5,34%"
12.09.2017,15001,15980,16150,15000,"0,75K","-6,13%"
11.09.2017,15980,"16255,6",16400,15980,"0,48K","-1,70%"
10.09.2017,"16255,6",16409,16648,"16011,1","0,20K","-0,94%"
09.09.2017,16409,16190,16700,16190,"0,17K","1,35%"
08.09.2017,16190,16870,16901,16020,"0,60K","-4,03%"
07.09.2017,16870,16869,16970,"16699,1","0,21K","0,01%"
06.09.2017,16869,16649,"17490,1","16595,7","0,55K","1,32%"
05.09.2017,16649,17098,17200,15513,"0,67K","-1,95%"
04.09.2017,16980,17890,17900,14451,"1,10K","-5,09%"
03.09.2017,17890,17395,18000,17300,"0,28K","2,85%"
02.09.2017,17395,18158,18600,"16555,6","0,69K","-4,68%"
01.09.2017,18250,18000,18895,17703,"0,76K","1,39%"
31.08.2017,18000,16858,19500,16810,"0,73K","6,34%"
30.08.2017,16927,16477,17100,16300,"0,39K","3,33%"
29.08.2017,16381,15200,16685,15180,"0,63K","7,77%"
28.08.2017,15200,14908,15200,14758,"0,41K","1,96%"
27.08.2017,14908,14811,14949,"14710,5","0,12K","0,65%"
26.08.2017,14811,"14840,3",14950,14651,"0,16K","-0,20%"
25.08.2017,"14840,3",14500,15000,14500,"0,35K","2,35%"
24.08.2017,14500,14130,14795,14070,"0,29K","2,62%"
23.08.2017,14130,13932,14500,13931,"0,32K","1,42%"
22.08.2017,13932,13890,14299,13000,"0,47K","0,30%"
21.08.2017,13890,14070,14070,13750,"0,29K","-1,28%"
20.08.2017,14070,14000,14107,13935,"0,05K","0,50%"
19.08.2017,14000,14100,14269,13900,"0,19K","-0,71%"
18.08.2017,14100,14270,14471,13900,"0,36K","-1,19%"
17.08.2017,14270,13964,14499,13750,"0,39K","2,19%"
16.08.2017,13964,13770,14299,13300,"0,39K","1,41%"
15.08.2017,13770,14369,14784,11150,"0,91K","-4,17%"
14.08.2017,14369,13190,14998,13017,"0,66K","8,94%"
13.08.2017,13190,"12596,8",13200,12451,"0,30K","4,71%"
12.08.2017,"12596,8",12680,12900,11800,"0,32K","-0,66%"
11.08.2017,12680,11301,12995,"11291,7","0,53K","12,20%"
10.08.2017,11301,11159,11400,"11094,3","0,30K","1,27%"
09.08.2017,11159,11325,11349,10853,"0,36K","-1,47%"
08.08.2017,11325,10850,11400,10730,"0,39K","4,38%"
07.08.2017,10850,"10317,8",10897,"10220,2","0,34K","5,16%"
06.08.2017,"10317,8",10600,10700,10099,"0,14K","-2,66%"
05.08.2017,10600,9601,11000,9601,"0,55K","10,41%"
04.08.2017,9601,9184,9850,"9119,1","0,33K","4,54%"
03.08.2017,9184,8945,9500,"8873,1","0,26K","2,67%"
02.08.2017,8945,8997,"9049,1",8853,"0,15K","-0,58%"
01.08.2017,8997,8701,9050,"8555,5","0,15K","3,40%"
31.07.2017,8701,"8683,2",9000,"8470,1","0,26K","0,20%"
30.07.2017,"8683,2","8690,8","8702,8",8500,"0,09K","-0,09%"
29.07.2017,"8690,8",8919,"8925,8",8560,"0,13K","-2,56%"
28.07.2017,8919,8747,9000,8686,"0,28K","1,97%"
27.07.2017,8747,8407,8800,8351,"0,23K","4,04%"
26.07.2017,8407,8739,8800,8233,"0,24K","-3,80%"
25.07.2017,8739,9068,9098,8227,"0,36K","-3,63%"
24.07.2017,9068,8899,9100,8775,"0,19K","1,90%"
23.07.2017,8899,8880,8998,8700,"0,09K","0,21%"
22.07.2017,8880,8746,9000,8727,"0,18K","1,53%"
21.07.2017,8746,9000,9020,8400,"0,36K","-2,82%"
20.07.2017,9000,7597,9100,7597,"0,59K","18,47%"
19.07.2017,7597,7705,7980,"7566,1","0,28K","-1,40%"
18.07.2017,7705,7650,7900,7100,"0,41K","0,72%"
17.07.2017,7650,5351,7900,5300,"0,55K","42,96%"
16.07.2017,5351,"6523,9",6708,"5016,8","0,49K","-17,98%"
15.07.2017,"6523,9","7574,8",7700,6102,"0,40K","-13,87%"
14.07.2017,"7574,8",8117,"8190,1",7501,"0,31K","-6,68%"
13.07.2017,8117,8300,8300,"8056,4","0,18K","-2,20%"
12.07.2017,8300,"7986,9",8450,7801,"0,29K","3,92%"
11.07.2017,"7986,9","8158,3",8293,"7555,5","0,33K","-2,10%"
10.07.2017,"8158,3",8671,8700,8000,"0,33K","-5,91%"
09.07.2017,8671,8782,8810,8671,"0,06K","-1,26%"
08.07.2017,8782,8810,8810,8690,"0,07K","-0,32%"
07.07.2017,8810,8800,8833,8650,"0,17K","0,11%"
06.07.2017,8800,8848,8848,8751,"0,13K","-0,54%"
05.07.2017,8848,"8828,4",8900,8716,"0,21K","0,22%"
04.07.2017,"8828,4",8800,8899,8710,"0,25K","0,32%"
03.07.2017,8800,8890,9000,8701,"0,26K","-1,01%"
02.07.2017,8890,8854,8892,8721,"0,08K","0,41%"
01.07.2017,8854,"8934,9",8935,"8815,9","0,06K","-0,91%"
30.06.2017,"8934,9","8951,1",9050,8861,"0,19K","-0,18%"
29.06.2017,"8951,1",9000,9069,8881,"0,15K","-0,54%"
28.06.2017,9000,9041,9199,8880,"0,23K","-0,45%"
27.06.2017,9041,"9147,3","9147,3",8625,"0,25K","-1,16%"
26.06.2017,"9147,3","9179,9",9300,8515,"0,53K","-0,36%"
25.06.2017,"9179,9",9220,9400,9000,"0,18K","-0,43%"
24.06.2017,9220,9434,9450,9200,"0,12K","-2,27%"
23.06.2017,9434,9300,9439,9230,"0,23K","1,44%"
22.06.2017,9300,"9367,9",9380,9230,"0,17K","-0,73%"
21.06.2017,"9367,9",9302,9497,9200,"0,27K","0,71%"
20.06.2017,9302,"8976,8",9495,8815,"0,35K","3,62%"
19.06.2017,"8976,8",8860,9089,8800,"0,23K","1,32%"
18.06.2017,8860,9180,9230,8800,"0,14K","-3,49%"
17.06.2017,9180,"9062,1",9280,9002,"0,21K","1,30%"
16.06.2017,"9062,1","8944,9",9120,8500,"0,31K","1,31%"
15.06.2017,"8944,9",9488,"9648,1",8050,"0,76K","-5,72%"
14.06.2017,9488,"9662,9",9780,9212,"0,39K","-1,81%"
13.06.2017,"9662,9",9849,9849,9600,"0,30K","-1,89%"
12.06.2017,9849,10010,10100,9300,"0,45K","-1,61%"
11.06.2017,10010,"9978,5",10073,9940,"0,11K","0,32%"
10.06.2017,"9978,5",9862,9999,9862,"0,12K","1,18%"
09.06.2017,9862,"9800,1",9920,9774,"0,20K","0,63%"
08.06.2017,"9800,1",9870,9938,"9683,7","0,33K","-0,71%"
07.06.2017,9870,9942,10100,9805,"0,28K","-0,72%"
06.06.2017,9942,9500,10130,9442,"0,60K","4,65%"
05.06.2017,9500,"9025,5",9500,"9025,5","0,39K","5,26%"
04.06.2017,"9025,5",9130,9247,8900,"0,16K","-1,14%"
03.06.2017,9130,9000,9247,8989,"0,16K","1,44%"
02.06.2017,9000,"9424,9","9599,9",8500,"0,62K","-4,51%"
01.06.2017,"9424,9",9480,9819,8950,"0,66K","-0,58%"
31.05.2017,9480,9707,9830,9300,"0,56K","-2,34%"
30.05.2017,9707,9920,10000,9703,"0,48K","-2,15%"
29.05.2017,9920,9840,10000,9607,"0,41K","0,81%"
28.05.2017,9840,9221,10200,9221,"0,33K","6,71%"
27.05.2017,9221,10115,10200,8421,"0,81K","-8,84%"
26.05.2017,10115,10300,11749,9501,"0,97K","-1,80%"
25.05.2017,10300,10255,14000,4200,"1,42K","0,44%"
24.05.2017,10255,"9344,1",10600,9211,"0,74K","9,75%"
23.05.2017,"9344,1",9100,"9399,9",9053,"0,46K","2,68%"
22.05.2017,9100,8020,"9497,8",8000,"0,77K","13,47%"
21.05.2017,8020,8000,8080,7925,"0,20K","0,25%"
20.05.2017,8000,7495,8000,7457,"0,30K","6,74%"
19.05.2017,7495,7197,7500,"7111,3","0,41K","4,14%"
18.05.2017,7197,6550,7350,6550,"0,67K","9,88%"
17.05.2017,6550,6618,6900,6465,"0,64K","-1,03%"
16.05.2017,6618,6500,6650,6450,"0,31K","1,82%"
15.05.2017,6500,6491,6600,"6309,9","0,35K","0,14%"
14.05.2017,6491,6499,"6589,1",6470,"0,08K","-0,12%"
13.05.2017,6499,6499,6560,6204,"0,19K","0,00%"
12.05.2017,6499,6499,6600,6000,"0,60K","0,00%"
11.05.2017,6499,6000,6499,"5951,1","0,65K","8,32%"
10.05.2017,6000,5698,6150,"5660,5","0,44K","5,30%"
09.05.2017,5698,5460,5850,5409,"0,44K","4,36%"
08.05.2017,5460,"5183,7",5500,"5143,2","0,51K","5,33%"
07.05.2017,"5183,7",5211,5270,5100,"0,10K","-0,52%"
06.05.2017,5211,5198,5300,"4960,7","0,27K","0,25%"
05.05.2017,5198,4985,"5315,1","4860,3","0,50K","4,27%"
04.05.2017,4985,5250,5859,4500,"0,94K","-5,05%"
03.05.2017,5250,4876,"5489,9","4830,8","0,39K","7,67%"
02.05.2017,4876,"4665,6",4911,4583,"0,33K","4,51%"
01.05.2017,"4665,6","4537,2",4685,"4480,1","0,13K","2,83%"
30.04.2017,"4537,2","4460,1",4544,4460,"0,04K","1,73%"
29.04.2017,"4460,1",4497,4588,4401,"0,10K","-0,82%"
28.04.2017,4497,4610,"4612,9","4283,3","0,49K","-2,45%"
27.04.2017,4610,4394,"4627,2","4369,8","0,36K","4,92%"
26.04.2017,4394,4320,"4477,8",4150,"0,38K","1,71%"
25.04.2017,4320,"4035,1",4374,"3977,7","0,38K","7,06%"
24.04.2017,"4035,1",3872,4099,"3871,1","0,28K","4,21%"
23.04.2017,3872,3850,3937,3850,"0,10K","0,57%"
22.04.2017,3850,"3890,9",3910,3850,"0,15K","-1,05%"
21.04.2017,"3890,9",3960,"3991,8","3890,9","0,14K","-1,75%"
20.04.2017,3960,3845,3990,3796,"0,35K","2,99%"
19.04.2017,3845,"3898,9","3898,9","3802,1","0,22K","-1,38%"
18.04.2017,"3898,9",3799,3899,3770,"0,25K","2,63%"
17.04.2017,3799,3767,3802,3700,"0,19K","0,85%"
16.04.2017,3767,"3766,9",3800,"3766,1","0,03K","0,00%"
15.04.2017,"3766,9","3770,1",3848,3750,"0,10K","-0,09%"
14.04.2017,"3770,1",3820,3848,"3770,1","0,08K","-1,31%"
13.04.2017,3820,3806,3849,3720,"0,27K","0,37%"
12.04.2017,3806,"3751,9",3850,3706,"0,27K","1,44%"
11.04.2017,"3751,9","3722,3","3751,9","3682,2","0,21K","0,79%"
10.04.2017,"3722,3",3700,3744,3665,"0,22K","0,60%"
09.04.2017,3700,3660,3710,3620,"0,10K","1,09%"
08.04.2017,3660,"3719,4",3720,"3650,8","0,09K","-1,60%"
07.04.2017,"3719,4",3715,3725,3655,"0,21K","0,12%"
06.04.2017,3715,"3624,9",3717,3590,"0,21K","2,49%"
05.04.2017,"3624,9",3648,"3700,3","3605,1","0,20K","-0,63%"
04.04.2017,3648,3634,"3674,1","3578,5","0,22K","0,39%"
03.04.2017,3634,3588,3647,3500,"0,33K","1,28%"
02.04.2017,3588,"3578,5",3589,3522,"0,08K","0,27%"
01.04.2017,"3578,5","3585,5",3588,"3546,2","0,06K","-0,20%"
31.03.2017,"3585,5","3549,4",3588,3520,"0,17K","1,02%"
30.03.2017,"3549,4","3579,6",3596,3485,"0,24K","-0,84%"
29.03.2017,"3579,6","3592,9",3597,"3527,4","0,14K","-0,37%"
28.03.2017,"3592,9","3568,2",3598,"3501,1","0,22K","0,69%"
27.03.2017,"3568,2","3474,9",3597,"3420,8","0,16K","2,68%"
26.03.2017,"3474,9",3450,3498,"3421,8","0,06K","0,72%"
25.03.2017,3450,"3474,5",3500,"3301,2","0,13K","-0,71%"
24.03.2017,"3474,5",3551,3598,3364,"0,29K","-2,15%"
23.03.2017,3551,"3572,4",3625,"3514,7","0,13K","-0,60%"
22.03.2017,"3572,4",3670,3689,3500,"0,24K","-2,66%"
21.03.2017,3670,3429,3702,3429,"0,33K","7,03%"
20.03.2017,3429,"3649,2","3649,2",3400,"0,28K","-6,04%"
19.03.2017,"3649,2",3365,3680,3260,"0,11K","8,45%"
18.03.2017,3365,3810,3905,3260,"0,80K","-11,68%"
17.03.2017,3810,"3883,2","3939,4",3770,"0,30K","-1,89%"
16.03.2017,"3883,2","3963,9","3975,4",3841,"0,23K","-2,04%"
15.03.2017,"3963,9",3852,"3975,4",3815,"0,24K","2,90%"
14.03.2017,3852,"3861,6","3897,5",3791,"0,16K","-0,25%"
13.03.2017,"3861,6","3803,8",3899,3700,"0,19K","1,52%"
12.03.2017,"3803,8",3789,"3848,7",3751,"0,07K","0,39%"
11.03.2017,3789,"3600,1",3800,3565,"0,08K","5,25%"
10.03.2017,"3600,1",3798,"3921,4",3500,"0,37K","-5,21%"
09.03.2017,3798,3620,"3809,5",3572,"0,19K","4,92%"
08.03.2017,3620,3853,3875,3500,"0,34K","-6,05%"
07.03.2017,3853,"3914,4",3930,3710,"0,37K","-1,57%"
06.03.2017,"3914,4",3908,3960,3908,"0,14K","0,16%"
05.03.2017,3908,3901,"3948,1","3900,2","0,04K","0,18%"
04.03.2017,3901,"3978,5",3985,3880,"0,09K","-1,95%"
03.03.2017,"3978,5","3950,5",3990,3861,"0,20K","0,71%"
02.03.2017,"3950,5",3800,3989,3760,"0,17K","3,96%"
01.03.2017,3800,3745,3854,3729,"0,21K","1,47%"
28.02.2017,3745,3788,3790,3736,"0,05K","-1,13%"
27.02.2017,3788,3670,3790,3670,"0,09K","3,21%"
26.02.2017,3670,3696,3725,3663,"0,08K","-0,70%"
25.02.2017,3696,3750,3750,3660,"0,08K","-1,44%"
24.02.2017,3750,3650,4000,3581,"0,39K","2,74%"
23.02.2017,3650,"3597,7",3699,3491,"0,17K","1,45%"
22.02.2017,"3597,7",3470,3700,"3377,1","0,30K","3,68%"
21.02.2017,3470,3296,3500,3290,"0,22K","5,28%"
20.02.2017,3296,3276,3333,3275,"0,19K","0,61%"
19.02.2017,3276,"3270,3",3300,"3268,2","0,02K","0,18%"
18.02.2017,"3270,3",3300,3300,"3185,3","0,08K","-0,90%"
17.02.2017,3300,3191,3300,3151,"0,12K","3,42%"
16.02.2017,3191,"3147,1","3196,1",3122,"0,12K","1,40%"
15.02.2017,"3147,1",3165,3199,3111,"0,17K","-0,57%"
14.02.2017,3165,"3130,2",3235,3090,"0,24K","1,11%"
13.02.2017,"3130,2",3130,3250,3090,"0,19K","0,01%"
12.02.2017,3130,"3179,5","3179,5","3101,6","0,05K","-1,56%"
11.02.2017,"3179,5",3130,"3199,1","3088,1","0,08K","1,58%"
10.02.2017,3130,3027,3245,2950,"0,21K","3,40%"
09.02.2017,3027,3221,"3248,4",2900,"0,34K","-6,02%"
08.02.2017,3221,"3089,9",3250,3000,"0,23K","4,24%"
07.02.2017,"3089,9","3012,1",3100,2988,"0,21K","2,59%"
06.02.2017,"3012,1",2992,3049,2970,"0,13K","0,67%"
05.02.2017,2992,"3074,9","3074,9",2992,"0,04K","-2,70%"
04.02.2017,"3074,9",3074,3090,3022,"0,06K","0,03%"
03.02.2017,3074,3018,"3078,3",2900,"0,21K","1,86%"
02.02.2017,3018,2994,"3055,6",2951,"0,19K","0,80%"
01.02.2017,2994,2950,2994,"2903,2","0,26K","1,49%"
31.01.2017,2950,2905,2950,2860,"0,17K","1,55%"
30.01.2017,2905,2900,2927,"2851,4","0,16K","0,17%"
29.01.2017,2900,2927,2927,2880,"0,07K","-0,92%"
28.01.2017,2927,2941,"2949,6","2898,2","0,06K","-0,48%"
27.01.2017,2941,2924,3000,2879,"0,20K","0,58%"
26.01.2017,2924,2900,2924,2847,"0,17K","0,83%"
25.01.2017,2900,2894,2916,"2806,1","0,16K","0,21%"
24.01.2017,2894,2968,3000,"2876,3","0,18K","-2,49%"
23.01.2017,2968,2950,3000,"2930,1","0,14K","0,61%"
22.01.2017,2950,"2964,1",3010,2950,"0,08K","-0,48%"
21.01.2017,"2964,1",2920,3010,2915,"0,20K","1,51%"
20.01.2017,2920,2915,2970,"2881,4","0,15K","0,17%"
19.01.2017,2915,2934,2985,2900,"0,18K","-0,65%"
18.01.2017,2934,3062,3100,2905,"0,26K","-4,18%"
17.01.2017,3062,2910,"3139,9",2906,"0,21K","5,22%"
16.01.2017,2910,"2922,7",2990,2890,"0,12K","-0,43%"
15.01.2017,"2922,7",2929,2939,2881,"0,02K","-0,22%"
14.01.2017,2929,2946,2998,2871,"0,08K","-0,58%"
13.01.2017,2946,2980,3049,2800,"0,20K","-1,14%"
12.01.2017,2980,"2723,1",3200,2535,"0,29K","9,44%"
11.01.2017,"2723,1",3300,"3342,8",2500,"0,40K","-17,48%"
10.01.2017,3300,"3418,8","3437,2",3250,"0,16K","-3,47%"
09.01.2017,"3418,8",3430,3450,3330,"0,15K","-0,33%"
08.01.2017,3430,"3442,1",3494,3315,"0,08K","2,45%"
07.01.2017,3348,"3500,6",3551,"3260,3","0,17K","-4,36%"
06.01.2017,"3500,6",3500,3900,3200,"0,28K","-5,64%"
05.01.2017,3710,4000,4050,3600,"0,32K","-7,48%"
04.01.2017,4010,3970,4095,"3586,3","0,25K","9,86%"
03.01.2017,3650,3620,3709,"3564,6","0,17K","-0,30%"
02.01.2017,3661,3585,3798,"3549,1","0,15K","2,12%"
01.01.2017,3585,"3471,9",3615,"3424,2","0,07K","3,52%"
31.12.2016,3463,3400,3499,3385,"0,04K","0,70%"
30.12.2016,3439,"3574,9",3600,3400,"0,21K","-3,70%"
29.12.2016,3571,3599,3640,3501,"0,18K","-1,63%"
28.12.2016,3630,3500,3699,3252,"0,26K","9,17%"
27.12.2016,3325,3102,3326,3070,"0,18K","6,06%"
26.12.2016,3135,"3033,2",3135,2974,"0,11K","4,33%"
25.12.2016,3005,3080,3100,2915,"0,05K","-1,96%"
24.12.2016,3065,"3122,1",3135,3010,"0,08K","-2,22%"
23.12.2016,"3134,5","2985,2","3144,5","2924,7","0,19K","6,51%"
22.12.2016,"2942,9","2844,8","2949,9",2823,"0,17K","4,32%"
21.12.2016,"2821,1",2770,"2849,5","2761,1","0,26K","1,85%"
20.12.2016,"2769,9","2754,9",2780,2725,"0,15K","0,55%"
19.12.2016,"2754,9","2746,3","2770,3",2732,"0,08K","-0,55%"
18.12.2016,2770,2770,"2772,8","2735,5","0,02K","0,47%"
17.12.2016,2757,2749,2760,"2720,9","0,05K","0,31%"
16.12.2016,"2748,5","2715,1",2749,"2707,9","0,11K","1,49%"
15.12.2016,"2708,1",2727,2737,"2701,1","0,10K","-0,19%"
14.12.2016,"2713,3","2703,6","2744,8",2696,"0,15K","-0,28%"
13.12.2016,2721,2721,2750,"2713,8","0,15K","0,03%"
12.12.2016,"2720,1","2701,1",2750,"2682,9","0,23K","1,38%"
11.12.2016,2683,2707,2750,"2675,3","0,06K","-0,88%"
10.12.2016,"2706,8",2701,2739,2680,"0,08K","0,10%"
09.12.2016,2704,2678,2715,"2652,5","0,17K","1,30%"
08.12.2016,"2669,4",2709,2720,2667,"0,15K","-2,10%"
07.12.2016,"2726,6","2709,2",2758,"2681,1","0,16K","0,47%"
06.12.2016,2714,"2715,5",2790,2713,"0,20K","-1,31%"
05.12.2016,2750,"2748,3","2794,1",2710,"0,20K","1,20%"
04.12.2016,"2717,4","2738,1","2749,1",2710,"0,04K","0,07%"
03.12.2016,"2715,4","2730,5","2732,1",2700,"0,04K","0,52%"
02.12.2016,"2701,4",2635,"2732,1","2609,1","0,18K","3,58%"
01.12.2016,2608,2612,2636,2557,"0,16K","1,99%"
30.11.2016,2557,"2551,1","2588,8","2522,7","0,21K","-0,31%"
29.11.2016,2565,2560,"2593,9","2540,1","0,14K","0,50%"
28.11.2016,"2552,1","2584,9","2619,9","2542,3","0,17K","-1,27%"
27.11.2016,"2584,9",2561,2590,"2554,5","0,02K","-0,07%"
26.11.2016,"2586,7",2571,"2589,9",2540,"0,05K","0,65%"
25.11.2016,2570,"2560,3",2590,2545,"0,09K","0,12%"
24.11.2016,2567,"2576,1","2609,9",2530,"0,14K","-0,73%"
23.11.2016,"2585,8",2580,"2619,9",2500,"0,16K","0,23%"
22.11.2016,2580,2598,2620,2452,"0,15K","2,09%"
21.11.2016,"2527,3","2507,1","2567,9","2460,4","0,12K","1,70%"
20.11.2016,2485,2571,2580,2435,"0,06K","-2,89%"
19.11.2016,2559,2559,2577,2516,"0,06K","1,14%"
18.11.2016,"2530,1",2473,2550,2430,"0,18K","3,31%"
17.11.2016,2449,"2427,7",2500,2320,"0,15K","0,88%"
16.11.2016,"2427,7",2485,2495,2350,"0,22K","-2,31%"
15.11.2016,2485,"2473,6",2490,"2456,4","0,06K","0,46%"
14.11.2016,"2473,6",2450,2494,2437,"0,15K","0,96%"
13.11.2016,2450,"2497,6","2497,6",2437,"0,09K","-1,91%"
12.11.2016,"2497,6","2490,1","2515,8","2482,5","0,05K","0,30%"
11.11.2016,"2490,1",2431,2543,2427,"0,13K","2,43%"
10.11.2016,2431,"2398,8",2460,2398,"0,11K","1,34%"
09.11.2016,"2398,8","2349,1",2437,"2320,6","0,19K","2,12%"
08.11.2016,"2349,1","2362,6",2364,2330,"0,15K","-0,58%"
07.11.2016,"2362,6",2359,2368,"2320,6","0,14K","0,15%"
06.11.2016,2359,"2343,6","2365,5",2320,"0,02K","0,66%"
05.11.2016,"2343,6","2345,3",2383,"2316,4","0,07K","-0,07%"
04.11.2016,"2345,3","2281,2",2389,2260,"0,11K","2,81%"
03.11.2016,"2281,2",2420,2473,"2261,1","0,18K","-5,73%"
02.11.2016,2420,"2464,4",2473,"2392,9","0,11K","-1,80%"
01.11.2016,"2464,4",2350,2600,2340,"0,21K","4,87%"
31.10.2016,2350,"2419,8","2419,8",2345,"0,14K","-2,88%"
30.10.2016,"2419,8","2431,2",2454,2370,"0,09K","-0,47%"
29.10.2016,"2431,2",2300,2479,2280,"0,10K","5,70%"
28.10.2016,2300,"2247,3",2360,2220,"0,20K","2,35%"
27.10.2016,"2247,3",2200,2250,"2184,9","0,15K","2,15%"
26.10.2016,2200,"2151,3","2239,9",2130,"0,15K","2,26%"
25.10.2016,"2151,3","2145,9",2178,2124,"0,15K","0,25%"
24.10.2016,"2145,9",2174,2174,"2113,1","0,17K","-1,29%"
23.10.2016,2174,"2160,1","2178,1",2160,"0,02K","0,64%"
22.10.2016,"2160,1",2107,2178,2107,"0,06K","2,52%"
21.10.2016,2107,2130,"2161,2",2107,"0,12K","-1,08%"
20.10.2016,2130,"2122,1","2164,5","2122,1","0,13K","0,37%"
19.10.2016,"2122,1","2157,3",2170,"2106,3","0,16K","-1,63%"
18.10.2016,"2157,3","2139,1",2175,"2125,3","0,09K","0,85%"
17.10.2016,"2139,1","2164,4",2175,"2110,2","0,09K","-1,17%"
16.10.2016,"2164,4",2181,"2192,2",2131,"0,02K","-0,76%"
15.10.2016,2181,2218,2229,"2105,1","0,09K","-1,67%"
14.10.2016,2218,"2102,6",2220,2082,"0,13K","5,49%"
13.10.2016,"2102,6","2094,3","2118,4",2080,"0,08K","0,40%"
12.10.2016,"2094,3","2100,1","2123,5",2082,"0,09K","-0,28%"
11.10.2016,"2100,1",2050,"2146,6",2020,"0,16K","2,45%"
10.10.2016,2050,"2016,1",2050,1997,"0,11K","1,68%"
09.10.2016,"2016,1","2007,3","2047,8","1990,5","0,07K","0,44%"
08.10.2016,"2007,3","2032,5","2032,5",2002,"0,07K","-1,24%"
07.10.2016,"2032,5","2010,6",2050,1990,"0,14K","1,09%"
06.10.2016,"2010,6",1984,"2013,9",1961,"0,17K","1,34%"
05.10.2016,1984,"1982,3",2000,"1951,6","0,13K","0,09%"
04.10.2016,"1982,3",1985,2000,1975,"0,10K","-0,14%"
03.10.2016,1985,2000,"2021,9",1975,"0,15K","-0,75%"
02.10.2016,2000,"2008,9",2023,1980,"0,02K","-0,45%"
01.10.2016,"2008,9","1970,1","2030,7","1970,1","0,04K","1,97%"
30.09.2016,"1970,1","1980,1",2000,1958,"0,12K","-0,51%"
29.09.2016,"1980,1",1988,1997,"1954,5","0,13K","-0,40%"
28.09.2016,1988,"1992,3",1999,1971,"0,07K","-0,22%"
27.09.2016,"1992,3",2000,2005,"1968,8","0,11K","-0,38%"
26.09.2016,2000,"1987,5",2007,1965,"0,09K","0,63%"
25.09.2016,"1987,5","1998,2",2010,"1986,7","0,02K","-0,53%"
24.09.2016,"1998,2",2010,2010,"1990,9","0,03K","-0,59%"
23.09.2016,2010,1963,2024,"1961,1","0,08K","2,39%"
22.09.2016,1963,"1965,8",1985,"1946,8","0,11K","-0,14%"
21.09.2016,"1965,8",1985,1985,"1937,4","0,13K","-0,97%"
20.09.2016,1985,1960,2000,"1937,4","0,12K","1,28%"
19.09.2016,1960,1988,1998,"1947,8","0,11K","-1,41%"
18.09.2016,1988,1951,2010,1951,"0,05K","1,90%"
17.09.2016,1951,"1957,3",1970,"1933,7","0,03K","-0,32%"
16.09.2016,"1957,3","1980,9",1990,1935,"0,08K","-1,19%"
15.09.2016,"1980,9","1982,5",2000,1950,"0,14K","-0,08%"
14.09.2016,"1982,5",1986,2018,"1966,7","0,11K","-0,88%"
13.09.2016,2000,"2002,4",2070,1980,"0,14K","-0,12%"
12.09.2016,"2002,4",1990,2029,"1954,2","0,08K","-1,15%"
11.09.2016,"2025,8",2035,2035,1965,"0,05K","-0,45%"
10.09.2016,2035,"2022,8",2035,2006,"0,02K","0,60%"
09.09.2016,"2022,8","2032,3",2033,1980,"0,07K","0,97%"
08.09.2016,"2003,3","1988,1",2035,"1967,1","0,09K","0,77%"
07.09.2016,"1988,1","1950,2",2000,1950,"0,07K","1,94%"
06.09.2016,"1950,2","1959,6",1999,"1943,5","0,11K","-0,48%"
05.09.2016,"1959,6",1959,1990,"1940,9","0,10K","0,03%"
04.09.2016,1959,1935,1980,"1928,1","0,09K","1,24%"
03.09.2016,1935,1904,"1946,2","1894,1","0,05K","1,63%"
02.09.2016,1904,1896,1929,1875,"0,13K","0,42%"
01.09.2016,1896,"1929,6",1949,"1841,2","0,26K","-1,74%"
31.08.2016,"1929,6",1950,1955,"1929,1","0,12K","-1,05%"
30.08.2016,1950,"1947,2",1955,"1926,1","0,11K","0,14%"
29.08.2016,"1947,2","1943,9",1955,"1927,5","0,12K","0,17%"
28.08.2016,"1943,9",1945,1945,1928,"0,02K","-0,06%"
27.08.2016,1945,1945,1945,1928,"0,04K","0,00%"
26.08.2016,1945,1946,"1946,8","1927,4","0,08K","-0,05%"
25.08.2016,1946,"1945,3",1950,1925,"0,10K","0,04%"
24.08.2016,"1945,3",1925,1949,1925,"0,09K","1,05%"
23.08.2016,1925,"1922,6",1950,1920,"0,07K","0,13%"
22.08.2016,"1922,6","1937,1",1970,1913,"0,11K","-0,75%"
21.08.2016,"1937,1","1906,2",1945,"1906,2","0,03K","1,62%"
