date,close,open,high,low,vol,var
09.01.2020,"32276,5","32800,2","32800,3",32000,"0,19K","-1,60%"
08.01.2020,"32800,3",33000,"34280,1","32000,1","0,47K","-0,61%"
07.01.2020,33000,31400,33350,31400,"0,49K","5,10%"
06.01.2020,31400,29741,31500,"29650,1","0,28K","5,58%"
05.01.2020,29741,29761,30200,29650,"0,07K","-0,07%"
04.01.2020,29761,"29776,2",29980,29611,"0,04K","-0,05%"
03.01.2020,"29776,2",28200,30350,28003,"0,22K","5,59%"
02.01.2020,28200,29140,30000,28100,"0,14K","-3,42%"
01.01.2020,29199,"29201,1",29399,29100,"0,02K","-0,01%"
31.12.2019,"29201,1","29699,9","29999,8",29057,"0,08K","-1,68%"
30.12.2019,"29699,9",29820,30200,29400,"0,17K","-0,40%"
29.12.2019,29820,29775,30210,"29560,5","0,03K","0,15%"
28.12.2019,29775,29560,29889,29560,"0,04K","0,73%"
27.12.2019,29560,29600,"29894,4",29033,"0,15K","-0,14%"
26.12.2019,29600,"29630,6",30200,29501,"0,15K","-0,10%"
25.12.2019,"29630,6","29830,3",29919,29500,"0,03K","-0,67%"
24.12.2019,"29830,3",30100,31048,29550,"0,11K","-0,90%"
23.12.2019,30100,30650,31500,30050,"0,25K","-1,79%"
22.12.2019,30650,29329,30800,29329,"0,08K","4,50%"
21.12.2019,29329,29612,29832,29300,"0,03K","-0,96%"
20.12.2019,29612,29200,29800,"28943,9","0,19K","1,41%"
19.12.2019,29200,29920,30027,"28676,2","0,19K","-2,41%"
18.12.2019,29920,"27009,1",30500,26401,"0,38K","10,78%"
17.12.2019,"27009,1","28403,6","28403,6",27000,"0,28K","-4,91%"
16.12.2019,"28403,6","29250,1",30149,28011,"0,26K","-2,89%"
15.12.2019,"29250,1",29440,29500,"29008,9","0,04K","-0,65%"
14.12.2019,29440,30200,"30292,4",29050,"0,08K","-2,52%"
13.12.2019,30200,29878,"30490,1",29611,"0,15K","1,08%"
12.12.2019,29878,29900,30200,"29498,9","0,20K","-0,07%"
11.12.2019,29900,30190,"30370,9",29530,"0,19K","-0,96%"
10.12.2019,30190,30595,"30949,1",30103,"0,21K","-1,32%"
09.12.2019,30595,31201,"31546,2","30522,2","0,20K","-1,94%"
08.12.2019,31201,31285,31450,30862,"0,04K","-0,27%"
07.12.2019,31285,"31255,4",31490,31176,"0,03K","0,09%"
06.12.2019,"31255,4","31210,7",31513,"30917,1","0,13K","0,14%"
05.12.2019,"31210,7","30897,5",31600,30650,"0,15K","1,01%"
04.12.2019,"30897,5",30999,32295,30350,"0,22K","-0,33%"
03.12.2019,30999,"31349,4","31694,1",30999,"0,17K","-1,12%"
02.12.2019,"31349,4",31787,"32099,9","31000,1","0,19K","-1,38%"
01.12.2019,31787,32380,"32554,4",31505,"0,09K","-1,83%"
30.11.2019,32380,33200,33250,32100,"0,07K","-2,47%"
29.11.2019,33200,"31661,1",33369,31506,"0,23K","4,57%"
28.11.2019,31750,32500,32999,"31599,9","0,27K","-2,31%"
27.11.2019,32500,30750,33000,29700,"0,36K","5,69%"
26.11.2019,30750,30740,31095,30350,"0,20K","0,03%"
25.11.2019,30740,"29699,9",31500,28800,"0,35K","3,50%"
24.11.2019,"29699,9","31585,8","31585,8",29500,"0,11K","-5,97%"
23.11.2019,"31585,8",30990,31999,30500,"0,11K","1,89%"
22.11.2019,31000,32555,33499,"29400,1","0,78K","-5,14%"
21.11.2019,"32681,3",34081,34100,31712,"0,34K","-4,16%"
20.11.2019,34100,"34550,1","34777,7",34035,"0,12K","-1,30%"
19.11.2019,"34550,1","34910,6",35190,34002,"0,17K","-1,03%"
18.11.2019,"34910,6",36200,36399,34051,"0,22K","-3,56%"
17.11.2019,36200,36299,"36455,8",36061,"0,03K","-0,27%"
16.11.2019,36299,36040,36300,36000,"0,04K","0,72%"
15.11.2019,36040,36755,"36899,9",36000,"0,11K","-1,95%"
14.11.2019,36755,"36800,1",37160,36200,"0,15K","-0,12%"
13.11.2019,"36800,1","36810,4",37200,"36600,4","0,16K","-0,03%"
12.11.2019,"36810,4",36676,37205,36500,"0,16K","0,30%"
11.11.2019,36700,37570,37700,36500,"0,20K","-2,32%"
10.11.2019,37570,36937,37820,"36801,5","0,09K","2,02%"
09.11.2019,36827,37139,"37230,1",36550,"0,06K","-0,51%"
08.11.2019,"37015,1",37810,"37902,1",36400,"0,31K","-2,10%"
07.11.2019,37810,37800,38100,37601,"0,19K","-0,50%"
06.11.2019,38001,37601,38100,"37355,6","0,28K","1,06%"
05.11.2019,37601,37500,37845,37300,"0,19K","0,30%"
04.11.2019,37490,36810,38000,36704,"0,29K","1,85%"
03.11.2019,36810,37100,37150,36800,"0,04K","-0,59%"
02.11.2019,37030,36848,"37143,9","36802,8","0,04K","0,49%"
01.11.2019,36848,37400,37400,36627,"0,17K","-1,48%"
31.10.2019,37400,36640,37560,36100,"0,25K","2,07%"
30.10.2019,36640,37550,"37558,1",36500,"0,21K","-2,42%"
29.10.2019,37550,36710,37750,36604,"0,34K","2,29%"
28.10.2019,36710,36530,"37555,6",35460,"0,42K","0,30%"
27.10.2019,36600,35802,37850,35132,"0,31K","2,23%"
26.10.2019,35801,34100,39990,34100,"0,74K","4,99%"
25.10.2019,34100,"30500,1",34600,30500,"0,54K","11,80%"
24.10.2019,30500,30495,"31270,2",30011,"0,20K","0,02%"
23.10.2019,30495,33379,33380,30300,"0,46K","-8,29%"
22.10.2019,33251,34110,"34498,7",33250,"0,18K","-2,52%"
21.10.2019,34110,33790,34500,"33629,2","0,24K","0,95%"
20.10.2019,33790,"33266,9",34165,33090,"0,06K","1,57%"
19.10.2019,"33266,9",33346,"33618,6",33070,"0,04K","0,35%"
18.10.2019,"33150,1",33719,33950,33060,"0,16K","-2,40%"
17.10.2019,"33964,5",33800,34200,33500,"0,17K","0,49%"
16.10.2019,33800,34300,34500,33500,"0,18K","-1,04%"
15.10.2019,34155,"34505,1","34979,7","34100,1","0,22K","-1,01%"
14.10.2019,"34505,1",34648,34950,"34230,4","0,16K","-0,41%"
13.10.2019,34648,34720,35300,34365,"0,07K","-0,21%"
12.10.2019,34720,"34455,6",35000,34450,"0,04K","0,75%"
11.10.2019,34463,35480,35619,34200,"0,21K","-2,85%"
10.10.2019,35475,"35080,9",35800,"34934,5","0,25K","0,79%"
09.10.2019,"35198,7",33750,35500,33500,"0,40K","4,70%"
08.10.2019,33620,33810,34199,33500,"0,22K","-0,56%"
07.10.2019,33810,"32100,5",34650,31500,"0,32K","5,33%"
06.10.2019,"32100,5",33450,"33649,9",32100,"0,08K","-4,03%"
05.10.2019,33450,33720,"33924,6",33000,"0,07K","-1,04%"
04.10.2019,33800,"34248,3","34248,3",33600,"0,21K","-1,31%"
03.10.2019,"34248,3",35325,35500,33700,"0,27K","-2,57%"
02.10.2019,"35150,1",35200,35500,34599,"0,23K","-0,03%"
01.10.2019,"35160,6",34505,36000,34500,"0,35K","1,62%"
30.09.2019,34600,34200,35440,"33600,4","0,31K","1,73%"
29.09.2019,"34010,4",34798,34798,33650,"0,07K","-2,26%"
28.09.2019,34798,34900,35200,34374,"0,12K","-0,54%"
27.09.2019,34987,"34458,1","35490,8",33500,"0,45K","1,53%"
26.09.2019,"34458,1","35809,9",36173,"32550,1","0,68K","-3,88%"
25.09.2019,35850,38090,38399,35500,"0,82K","-4,89%"
24.09.2019,37694,41060,41588,"36011,1","0,90K","-8,50%"
23.09.2019,41197,41900,42000,"41021,1","0,24K","-1,68%"
22.09.2019,41900,42000,42098,41600,"0,03K","-0,24%"
21.09.2019,42000,"42344,4","42344,4",41800,"0,06K","-0,82%"
20.09.2019,42349,"42486,9","42747,9",42100,"0,20K","0,12%"
19.09.2019,42300,"42026,1","42824,6",40800,"0,39K","0,65%"
18.09.2019,"42026,1",42127,42350,41950,"0,22K","-0,24%"
17.09.2019,42129,42186,42392,41950,"0,21K","-0,62%"
16.09.2019,42390,42190,42500,41700,"0,26K","0,47%"
15.09.2019,42190,"42201,3","42378,9",42000,"0,03K","-0,03%"
14.09.2019,"42201,3",42280,42400,42120,"0,05K","-0,37%"
13.09.2019,42360,42301,42480,41950,"0,19K","0,14%"
12.09.2019,42300,41697,42500,41300,"0,24K","1,90%"
11.09.2019,"41511,1",41901,42039,41202,"0,28K","-0,93%"
10.09.2019,41901,42580,"42856,1",41500,"0,32K","-1,59%"
09.09.2019,42580,42960,43200,42187,"0,29K","-0,77%"
08.09.2019,42911,43171,43297,42800,"0,07K","-0,60%"
07.09.2019,43171,"43172,7","43445,8","42807,3","0,06K","-0,00%"
06.09.2019,"43172,7",43795,44500,42550,"0,46K","-1,42%"
05.09.2019,43795,43600,43970,43300,"0,22K","0,45%"
04.09.2019,43600,43625,"44358,7",43000,"0,54K","-0,34%"
03.09.2019,"43747,4",42502,44500,42100,"0,79K","2,93%"
02.09.2019,42500,40779,43050,40360,"0,51K","4,55%"
01.09.2019,40650,40206,40800,40206,"0,04K","0,56%"
31.08.2019,"40424,9","40400,9",40900,"39964,5","0,08K","0,50%"
30.08.2019,"40225,1",40300,40866,39850,"0,28K","-0,19%"
29.08.2019,40300,"41330,7","41330,7",40000,"0,46K","-2,49%"
28.08.2019,"41330,7",42254,43200,40800,"0,46K","-2,63%"
27.08.2019,42449,42655,42900,42001,"0,25K","-0,49%"
26.08.2019,42656,"41713,9",43100,"41569,2","0,44K","2,26%"
25.08.2019,"41713,9",41667,"42312,1",41500,"0,05K","0,11%"
24.08.2019,41667,42350,"42478,9","41220,8","0,12K","-1,57%"
23.08.2019,"42330,1","41178,8",42999,"41107,1","0,32K","2,80%"
22.08.2019,"41178,8","41331,2",41920,40310,"0,32K","-0,82%"
21.08.2019,41520,43650,"44020,9",40700,"0,63K","-5,55%"
20.08.2019,"43960,6",44427,44580,43000,"0,34K","-1,05%"
19.08.2019,44427,"41990,3",44830,41630,"0,52K","6,16%"
18.08.2019,41850,"41469,9",42100,"41251,4","0,06K","0,92%"
17.08.2019,"41469,9",42000,42200,"41111,1","0,09K","-1,58%"
16.08.2019,42135,41900,42490,40550,"0,37K","0,56%"
15.08.2019,41900,41788,43500,40000,"0,56K","0,27%"
14.08.2019,41788,"43739,9",43850,41050,"0,55K","-4,70%"
13.08.2019,43849,45500,"45748,6",43500,"0,51K","-3,42%"
12.08.2019,45400,45800,46500,"45009,3","0,25K","-0,87%"
11.08.2019,45800,45300,45800,45000,"0,08K","0,73%"
10.08.2019,"45466,7","46649,9",46650,45000,"0,21K","-2,54%"
09.08.2019,"46649,9",46600,46700,46150,"0,25K","-0,11%"
08.08.2019,46700,46840,46900,45798,"0,39K","0,00%"
07.08.2019,46700,"45271,7",47825,44600,"0,80K","3,20%"
06.08.2019,45250,45477,46453,44139,"1,01K","-0,50%"
05.08.2019,45477,41516,46300,41503,"1,57K","9,20%"
04.08.2019,41644,41350,42000,41045,"0,19K","0,59%"
03.08.2019,41400,40683,41960,"40401,1","0,31K","1,76%"
02.08.2019,40683,39362,41759,39200,"0,78K","3,26%"
01.08.2019,39400,37850,40000,37800,"0,50K","3,68%"
31.07.2019,38000,36985,38200,36750,"0,41K","3,40%"
30.07.2019,36750,36350,38400,36050,"0,35K","0,86%"
29.07.2019,36438,36555,36800,36080,"0,25K","-0,32%"
28.07.2019,36555,36790,"37363,6","36051,1","0,10K","-0,64%"
27.07.2019,36790,37578,38200,36258,"0,28K","-2,61%"
26.07.2019,37775,37989,37989,37300,"0,27K","-0,11%"
25.07.2019,37815,37273,38460,37115,"0,36K","1,45%"
24.07.2019,37273,"37900,5","37999,7",36523,"0,45K","-1,66%"
23.07.2019,"37900,5","38551,2",38840,37500,"0,41K","-2,42%"
22.07.2019,38840,39400,39760,"38251,1","0,39K","-1,32%"
21.07.2019,39360,39603,39980,39000,"0,12K","-0,10%"
20.07.2019,39400,38998,40500,38200,"0,38K","1,03%"
19.07.2019,38998,"38901,1","39489,9",38000,"0,57K","-0,01%"
18.07.2019,39000,36920,40000,34500,"1,24K","5,63%"
17.07.2019,36920,35400,38500,34300,"0,79K","4,29%"
16.07.2019,35400,41990,42279,35000,"0,99K","-15,69%"
15.07.2019,41990,40599,42300,39001,"0,62K","3,43%"
14.07.2019,40599,43985,44100,40500,"0,35K","-7,70%"
13.07.2019,43985,"44871,5",44990,42000,"0,28K","-1,98%"
12.07.2019,"44871,5","43411,1",45499,42900,"0,39K","3,35%"
11.07.2019,43415,"46385,1",46612,42600,"0,73K","-6,40%"
10.07.2019,"46385,1",47232,49800,44102,"1,17K","-1,80%"
09.07.2019,47233,"46027,3","47602,1","46027,3","0,52K","2,57%"
08.07.2019,46050,"43979,1",46495,"43650,1","0,71K","5,01%"
07.07.2019,"43854,9","43325,3",43990,43000,"0,07K","1,22%"
06.07.2019,"43325,3",42650,44293,42650,"0,18K","1,58%"
05.07.2019,42650,"43109,1",44499,42245,"0,50K","-1,07%"
04.07.2019,"43109,1",44950,"45735,1",43000,"0,60K","-3,78%"
03.07.2019,44802,41599,"44990,7",41255,"0,88K","7,70%"
02.07.2019,41599,41500,42430,38000,"0,84K","0,24%"
01.07.2019,41500,43290,"44198,4",38202,"1,06K","-4,13%"
30.06.2019,43290,45975,46300,42581,"0,39K","-5,89%"
29.06.2019,45999,47547,47600,44010,"0,37K","-3,26%"
28.06.2019,47547,"43498,9",47990,"42001,1","0,89K","9,31%"
27.06.2019,"43498,9",50330,51200,40000,"1,77K","-13,85%"
26.06.2019,50495,46499,54900,42000,"2,22K","9,30%"
25.06.2019,46200,42325,46500,42320,"0,84K","8,86%"
24.06.2019,42440,40748,"42699,3",40275,"0,55K","4,15%"
23.06.2019,40750,"40123,3",41500,40000,"0,22K","1,56%"
22.06.2019,"40123,3","39499,9",42950,38000,"0,95K","1,58%"
21.06.2019,39500,36686,39500,36500,"0,61K","7,67%"
20.06.2019,36686,35800,36799,35600,"0,21K","2,47%"
19.06.2019,"35800,1",35228,35850,35200,"0,31K","1,62%"
18.06.2019,35228,"35878,6",35995,34902,"0,42K","-1,81%"
17.06.2019,"35878,6",34295,36000,"34018,4","0,69K","4,65%"
16.06.2019,34285,33950,35399,33400,"0,28K","0,99%"
15.06.2019,33950,33729,34100,33450,"0,16K","0,66%"
14.06.2019,33729,32220,33990,31900,"0,44K","4,65%"
13.06.2019,32230,31802,32897,31454,"0,51K","1,35%"
12.06.2019,31802,31148,31998,30730,"0,40K","2,10%"
11.06.2019,31148,"31314,1","31539,4",30300,"0,36K","-0,53%"
10.06.2019,"31314,1","30306,2",31600,"30286,6","0,32K","3,33%"
09.06.2019,"30306,2","31498,5","31498,5",30003,"0,12K","-3,79%"
08.06.2019,"31498,5","31682,5","31890,1",31000,"0,11K","-0,58%"
07.06.2019,"31682,5",30551,31999,30399,"0,39K","3,70%"
06.06.2019,30551,31185,"31197,5",29500,"0,38K","-2,03%"
05.06.2019,31185,"30060,3",31989,30000,"0,60K","3,74%"
04.06.2019,"30060,3",32945,32950,29501,"0,92K","-8,76%"
03.06.2019,32945,34647,34772,32101,"0,51K","-4,91%"
02.06.2019,34647,"34489,1",34850,34201,"0,07K","0,46%"
01.06.2019,"34489,1","34742,5","34742,5",34200,"0,07K","-0,73%"
31.05.2019,"34742,5",33962,34788,33200,"0,46K","2,30%"
30.05.2019,33962,34980,35800,32803,"0,68K","-2,91%"
29.05.2019,34980,"35480,1",35600,34900,"0,39K","-1,74%"
28.05.2019,35600,35533,35700,35000,"0,38K","0,19%"
27.05.2019,35533,33755,35950,33755,"0,61K","5,27%"
26.05.2019,33755,32598,34000,32200,"0,35K","3,86%"
25.05.2019,32499,32450,32665,32320,"0,07K","0,54%"
24.05.2019,32323,32099,32849,31750,"0,36K","0,70%"
23.05.2019,32099,31721,32399,31050,"0,34K","1,19%"
22.05.2019,31721,32770,32900,31500,"0,46K","-3,20%"
21.05.2019,32770,32690,32999,32250,"0,36K","0,24%"
20.05.2019,32690,32470,33010,31550,"0,53K","0,68%"
19.05.2019,32470,30240,32700,30240,"0,34K","7,37%"
18.05.2019,30240,30800,31000,30017,"0,13K","-1,82%"
17.05.2019,30800,32300,32400,27508,"0,98K","-4,64%"
16.05.2019,32300,32950,33390,31750,"0,58K","-1,97%"
15.05.2019,32950,32290,33295,31907,"0,61K","2,02%"
14.05.2019,32298,"31799,9",33298,30200,"0,99K","1,57%"
13.05.2019,"31799,9","26310,1",33300,"26180,9","1,23K","20,87%"
12.05.2019,"26310,1","29098,9","29098,9",25100,"0,44K","-9,34%"
11.05.2019,29020,25680,"29323,7",25510,"0,42K","13,01%"
10.05.2019,25680,24800,25954,24700,"0,67K","3,55%"
09.05.2019,24800,23800,24900,"23700,1","0,42K","4,20%"
08.05.2019,23800,23690,23848,23300,"0,42K","0,42%"
07.05.2019,23700,23020,24000,22885,"0,55K","2,95%"
06.05.2019,23020,22930,23125,22650,"0,36K","0,39%"
05.05.2019,22930,23100,"23170,3",22850,"0,08K","-0,74%"
04.05.2019,23100,"22898,6",23190,22401,"0,18K","0,88%"
03.05.2019,"22898,6",21900,23150,21670,"0,78K","4,56%"
02.05.2019,21900,21169,21998,"21100,1","0,47K","3,45%"
01.05.2019,21169,21090,21398,21090,"0,11K","0,37%"
30.04.2019,21090,"20946,7",21497,20675,"0,46K","0,68%"
29.04.2019,"20946,7","21081,9",21500,"20459,1","0,45K","-0,64%"
28.04.2019,"21081,9","21353,3","21534,8",20900,"0,08K","-0,81%"
27.04.2019,21253,"20810,2",21799,"20614,1","0,24K","2,13%"
26.04.2019,"20810,2","21489,9",21799,20200,"0,59K","-2,76%"
25.04.2019,21400,22115,22300,"21001,1","0,47K","-3,67%"
24.04.2019,22215,22258,22570,"21789,4","0,54K","-0,19%"
23.04.2019,22258,"21750,9","22675,9",21490,"0,55K","2,33%"
22.04.2019,"21750,9",21195,21989,21080,"0,46K","3,15%"
21.04.2019,21086,21248,21278,21020,"0,07K","-0,76%"
20.04.2019,21248,"21015,1","21279,7","21015,1","0,05K","1,11%"
19.04.2019,"21015,1",21123,21260,20871,"0,11K","-0,51%"
18.04.2019,21123,"20957,5",21350,20753,"0,36K","0,79%"
17.04.2019,"20957,5","20546,9","20957,5","20253,7","0,40K","2,00%"
16.04.2019,"20546,9",19922,20550,19800,"0,35K","3,14%"
15.04.2019,19922,"20249,9",20400,"19600,9","0,38K","-1,66%"
14.04.2019,20259,"20067,1",20260,"19926,1","0,04K","0,96%"
13.04.2019,"20067,1","20200,7",20449,20015,"0,07K","-0,66%"
12.04.2019,"20200,7","19938,9",20500,19500,"0,36K","1,85%"
11.04.2019,19833,20899,20900,19501,"0,57K","-5,10%"
10.04.2019,20899,20401,21100,"20370,9","0,45K","1,96%"
09.04.2019,20498,"20698,5",20899,20351,"0,48K","-0,97%"
08.04.2019,"20698,5",20202,20860,20050,"0,42K","2,46%"
07.04.2019,20202,"19911,4","20361,7","19804,9","0,10K","1,46%"
06.04.2019,"19911,4","19899,9",20350,19657,"0,19K","0,06%"
05.04.2019,"19899,9",19199,19900,19009,"0,35K","3,65%"
04.04.2019,19199,19740,19950,"18765,4","0,51K","-2,74%"
03.04.2019,19740,"19100,1","20999,9",18001,"0,91K","3,35%"
02.04.2019,"19100,1",16480,19399,16380,"0,75K","15,90%"
01.04.2019,16480,16450,16580,16182,"0,49K","-0,08%"
31.03.2019,"16493,9",16499,16649,16370,"0,08K","-0,03%"
30.03.2019,16499,16350,16499,16230,"0,11K","0,91%"
29.03.2019,16350,15986,"16479,9",15876,"0,35K","2,96%"
28.03.2019,15880,16090,16199,15782,"0,36K","-1,08%"
27.03.2019,16054,15579,16250,"15452,4","0,34K","3,05%"
26.03.2019,15579,15459,15600,15200,"0,27K","0,78%"
25.03.2019,15459,15916,16050,15222,"0,43K","-2,96%"
24.03.2019,15930,16030,16050,"15903,9","0,02K","-0,62%"
23.03.2019,16030,15945,16286,15851,"0,14K","0,53%"
22.03.2019,15945,15431,15980,"15410,2","0,25K","3,33%"
21.03.2019,15431,15500,15600,15340,"0,28K","-0,45%"
20.03.2019,15500,15499,15500,15295,"0,29K","0,01%"
19.03.2019,15499,15380,15510,15210,"0,39K","1,37%"
18.03.2019,15289,"15197,9",15447,15060,"0,31K","0,60%"
17.03.2019,"15197,9",15290,15290,15050,"0,05K","-0,54%"
16.03.2019,15280,15200,15350,15101,"0,08K","0,55%"
15.03.2019,15196,15050,15243,14985,"0,27K","0,97%"
14.03.2019,15050,15050,15150,"14780,1","0,25K","0,00%"
13.03.2019,15050,"14997,9",15100,14837,"0,23K","0,35%"
12.03.2019,"14997,9",15020,15310,14800,"0,32K","-0,15%"
11.03.2019,15020,15289,"15329,6",13800,"0,31K","-1,76%"
10.03.2019,15289,15400,15400,"15180,6","0,03K","-0,72%"
09.03.2019,15400,"15107,8",15400,15103,"0,07K","1,93%"
08.03.2019,"15107,8","15234,5",15450,"14990,8","0,38K","-0,83%"
07.03.2019,"15234,5",14850,15300,14730,"0,26K","3,08%"
06.03.2019,14780,"14480,8",15000,14400,"0,22K","2,07%"
05.03.2019,"14480,8",14250,14600,14200,"0,07K","1,62%"
04.03.2019,14250,"14697,1","14697,6",14250,"0,07K","-3,04%"
03.03.2019,"14697,1",14647,14800,14560,"0,02K","-0,02%"
02.03.2019,14700,14706,"14846,9",14612,"0,05K","-0,04%"
01.03.2019,14706,"14415,3",15000,14385,"0,28K","2,02%"
28.02.2019,"14415,3",14400,14810,14306,"0,24K","-0,09%"
27.02.2019,14429,14557,14600,14101,"0,24K","-0,88%"
26.02.2019,14557,14572,14746,14342,"0,27K","-0,10%"
25.02.2019,14572,14475,14789,14265,"0,25K","0,67%"
24.02.2019,14475,"15387,5",15497,14300,"0,12K","-5,93%"
23.02.2019,"15387,5",15000,15497,"14860,7","0,11K","2,58%"
22.02.2019,15000,14875,15094,"14861,5","0,20K","0,84%"
21.02.2019,14875,14950,15100,14800,"0,27K","-0,50%"
20.02.2019,14950,"14630,1",15100,14552,"0,33K","2,19%"
19.02.2019,"14630,1","14560,7","14924,9",14422,"0,29K","0,48%"
18.02.2019,"14560,7","13567,6",14949,13490,"0,42K","7,32%"
17.02.2019,"13567,6",13680,13680,"13471,9","0,04K","-0,28%"
16.02.2019,"13605,1",13437,13695,13419,"0,06K","1,25%"
15.02.2019,13437,13450,13643,13320,"0,22K","-0,10%"
14.02.2019,13450,13650,"13797,9",13450,"0,27K","-1,47%"
13.02.2019,13650,13530,13900,13490,"0,31K","0,59%"
12.02.2019,13570,"13770,9",13900,13500,"0,29K","-1,46%"
11.02.2019,"13770,9","13410,3",13900,13321,"0,26K","2,69%"
10.02.2019,"13410,3","13333,3",13577,13300,"0,05K","0,08%"
09.02.2019,13400,13400,"13539,4",13311,"0,07K","0,00%"
08.02.2019,13400,12695,13945,12600,"0,38K","5,55%"
07.02.2019,12695,"12660,1",12769,12580,"0,16K","0,28%"
06.02.2019,"12660,1",12710,12830,12550,"0,25K","-0,39%"
05.02.2019,12710,12579,13000,"12510,5","0,33K","1,04%"
04.02.2019,12579,12570,12750,"12460,3","0,20K","0,07%"
03.02.2019,12570,12705,"12725,5",12510,"0,03K","-1,02%"
02.02.2019,12700,12650,12770,12600,"0,04K","0,40%"
01.02.2019,12650,"12747,2",12837,12502,"0,19K","-0,76%"
31.01.2019,"12747,2",12955,12955,"12500,3","0,25K","-1,60%"
30.01.2019,12955,12838,13150,12705,"0,19K","0,91%"
29.01.2019,12838,13100,"13199,3",12737,"0,25K","-2,00%"
28.01.2019,13100,13415,"13495,5",12901,"0,20K","-2,35%"
27.01.2019,13415,13588,13600,"13305,7","0,05K","-0,95%"
26.01.2019,13543,"13528,1",13699,"13528,1","0,02K","0,11%"
25.01.2019,"13528,1","13656,6",13728,13500,"0,17K","-0,94%"
24.01.2019,"13656,6","13588,3",13760,13501,"0,14K","0,50%"
23.01.2019,"13588,3","13782,9",13950,13522,"0,16K","-1,88%"
22.01.2019,13848,13645,13948,13506,"0,22K","1,82%"
21.01.2019,13600,"13669,3","13739,2",13500,"0,09K","0,21%"
20.01.2019,13572,14050,14079,"13531,5","0,08K","-3,06%"
19.01.2019,14000,13801,14100,13772,"0,06K","1,44%"
18.01.2019,13801,"13766,5",14085,"13625,3","0,21K","0,25%"
17.01.2019,"13766,5",13696,14100,13502,"0,21K","0,51%"
16.01.2019,13696,"13617,2",14369,"13616,5","0,24K","0,37%"
15.01.2019,13645,14170,14566,13590,"0,35K","-3,71%"
14.01.2019,14170,13495,14566,13256,"0,26K","5,00%"
13.01.2019,13495,13890,13980,"13221,8","0,08K","-2,84%"
12.01.2019,13890,"13932,9","14299,9","13760,4","0,07K","-0,31%"
11.01.2019,"13932,9",13811,14394,13700,"0,30K","0,88%"
10.01.2019,13811,"15214,8",15343,13500,"0,36K","-9,23%"
09.01.2019,"15214,8","15169,7","15447,6",14930,"0,26K","0,30%"
08.01.2019,"15169,7",15112,15499,"15021,1","0,23K","-0,20%"
07.01.2019,15200,15081,15300,14900,"0,14K","0,79%"
06.01.2019,15081,"14615,4",15230,14499,"0,08K","3,19%"
05.01.2019,"14615,4","14718,7",15188,14554,"0,06K","-0,70%"
04.01.2019,"14718,7",14750,15197,14250,"0,23K","-0,21%"
03.01.2019,14750,15108,15387,14485,"0,32K","-2,37%"
02.01.2019,"15108,1",15201,"15359,9",14900,"0,20K","-0,60%"
01.01.2019,15200,14884,15200,14790,"0,03K","2,14%"
31.12.2018,14882,"15394,5","15394,5",14760,"0,10K","-3,33%"
30.12.2018,"15394,5",15114,15400,15000,"0,03K","1,86%"
29.12.2018,15114,15400,15950,15020,"0,09K","-2,07%"
28.12.2018,15433,14479,15650,14301,"0,26K","6,80%"
27.12.2018,14450,"15337,8",15888,14305,"0,30K","-5,79%"
26.12.2018,"15337,8","15536,5",15800,14802,"0,21K","-1,28%"
25.12.2018,"15536,5",16066,17000,15000,"0,17K","-3,30%"
24.12.2018,16066,15700,"16966,5",15550,"0,21K","2,70%"
23.12.2018,15643,"15689,2",15990,15455,"0,08K","0,27%"
22.12.2018,"15600,1","15550,2",15800,15080,"0,09K","0,32%"
21.12.2018,"15550,2",15805,16788,15000,"0,38K","-1,61%"
20.12.2018,15805,14800,16445,14540,"0,41K","6,79%"
19.12.2018,14800,14669,16000,14340,"0,48K","0,89%"
18.12.2018,14669,"13740,7",15000,13460,"0,23K","6,76%"
17.12.2018,"13740,7","12602,5",13995,12501,"0,31K","9,03%"
16.12.2018,"12602,5","12687,9","12797,5","12511,1","0,04K","-0,67%"
15.12.2018,"12687,9",12651,12860,12501,"0,06K","-0,10%"
14.12.2018,12700,13021,13160,12600,"0,21K","-3,05%"
13.12.2018,13100,13402,13684,12909,"0,21K","-2,25%"
12.12.2018,13402,"13487,6",13632,13262,"0,18K","-0,63%"
11.12.2018,"13487,6",13532,13822,"13117,1","0,20K","-0,33%"
10.12.2018,13532,13761,14195,13407,"0,27K","-1,66%"
09.12.2018,13761,13341,14100,13151,"0,07K","3,15%"
08.12.2018,13341,"13315,3",13501,"13000,8","0,07K","0,19%"
07.12.2018,"13315,3",13901,14050,12544,"0,37K","-4,21%"
06.12.2018,13901,14535,14920,13900,"0,23K","-4,93%"
05.12.2018,14622,"15076,3",15497,14512,"0,19K","-3,01%"
04.12.2018,"15076,3",14978,15499,14701,"0,19K","0,66%"
03.12.2018,14978,"16149,3",16200,14850,"0,26K","-7,25%"
02.12.2018,"16149,3","16127,1",16499,15800,"0,06K","0,14%"
01.12.2018,"16127,1",15600,16700,15385,"0,10K","3,38%"
30.11.2018,15600,16700,16700,15027,"0,21K","-6,59%"
29.11.2018,16700,"16669,5",17486,16066,"0,26K","0,18%"
28.11.2018,"16669,5",14825,17000,14825,"0,34K","12,40%"
27.11.2018,14830,14800,15100,14329,"0,22K","0,20%"
26.11.2018,14800,"15071,3",15799,14200,"0,29K","-1,80%"
